Matter,FA,MD,L1,L2,L3
1,6.95E-02,3.01E-03,3.20E-03,3.03E-03,2.79E-03
1,7.93E-02,3.10E-03,3.38E-03,3.01E-03,2.91E-03
1,6.81E-02,3.17E-03,3.39E-03,3.17E-03,2.96E-03
1,4.55E-02,3.10E-03,3.23E-03,3.11E-03,2.95E-03
1,5.19E-02,3.15E-03,3.32E-03,3.14E-03,3.00E-03
1,7.93E-02,3.17E-03,3.42E-03,3.17E-03,2.92E-03
1,7.40E-02,3.12E-03,3.37E-03,3.09E-03,2.91E-03
1,5.90E-02,3.14E-03,3.33E-03,3.15E-03,2.95E-03
1,1.18E-01,2.67E-03,3.03E-03,2.51E-03,2.47E-03
1,2.08E-01,2.25E-03,2.78E-03,2.10E-03,1.86E-03
1,6.58E-02,2.82E-03,2.95E-03,2.90E-03,2.60E-03
1,1.19E-01,3.10E-03,3.48E-03,3.08E-03,2.74E-03
1,1.22E-01,3.22E-03,3.64E-03,3.19E-03,2.85E-03
1,8.04E-02,3.05E-03,3.30E-03,3.04E-03,2.81E-03
1,1.05E-01,3.17E-03,3.53E-03,3.10E-03,2.88E-03
1,1.36E-01,3.30E-03,3.80E-03,3.18E-03,2.92E-03
1,7.72E-02,3.11E-03,3.32E-03,3.16E-03,2.85E-03
1,6.33E-02,3.13E-03,3.34E-03,3.11E-03,2.95E-03
1,1.14E-01,3.28E-03,3.69E-03,3.18E-03,2.96E-03
1,1.49E-01,3.25E-03,3.81E-03,3.03E-03,2.90E-03
1,2.65E-01,2.57E-03,3.35E-03,2.34E-03,2.02E-03
1,2.04E-01,1.43E-03,1.64E-03,1.55E-03,1.09E-03
1,8.19E-02,2.91E-03,3.13E-03,2.92E-03,2.66E-03
1,1.01E-01,3.03E-03,3.33E-03,3.05E-03,2.72E-03
1,7.33E-02,3.04E-03,3.26E-03,3.04E-03,2.81E-03
1,1.21E-01,2.68E-03,3.00E-03,2.69E-03,2.35E-03
1,8.22E-02,2.85E-03,3.07E-03,2.88E-03,2.60E-03
1,1.10E-01,2.92E-03,3.25E-03,2.89E-03,2.61E-03
1,1.93E-01,2.34E-03,2.81E-03,2.30E-03,1.90E-03
1,8.09E-02,2.76E-03,2.95E-03,2.83E-03,2.51E-03
1,1.28E-01,2.86E-03,3.23E-03,2.85E-03,2.50E-03
1,1.14E-01,3.15E-03,3.54E-03,3.07E-03,2.83E-03
1,8.40E-02,3.26E-03,3.57E-03,3.18E-03,3.04E-03
1,1.64E-02,3.04E-03,3.09E-03,3.05E-03,2.99E-03
1,8.83E-02,3.28E-03,3.55E-03,3.30E-03,2.97E-03
1,1.97E-01,3.31E-03,4.06E-03,3.03E-03,2.83E-03
1,2.11E-02,3.04E-03,3.10E-03,3.04E-03,2.97E-03
1,5.05E-02,3.23E-03,3.40E-03,3.23E-03,3.07E-03
1,1.80E-01,3.17E-03,3.82E-03,2.94E-03,2.74E-03
1,3.89E-02,3.00E-03,3.11E-03,3.01E-03,2.88E-03
1,6.93E-02,3.06E-03,3.27E-03,3.06E-03,2.85E-03
1,1.86E-01,2.75E-03,3.29E-03,2.70E-03,2.26E-03
1,3.99E-01,1.70E-03,2.53E-03,1.34E-03,1.23E-03
1,1.36E-01,2.44E-03,2.78E-03,2.43E-03,2.11E-03
1,7.23E-02,2.84E-03,3.05E-03,2.82E-03,2.64E-03
1,1.38E-01,3.01E-03,3.44E-03,2.96E-03,2.61E-03
1,1.05E-01,3.13E-03,3.44E-03,3.16E-03,2.78E-03
1,6.74E-02,2.87E-03,3.06E-03,2.89E-03,2.67E-03
1,1.19E-01,3.10E-03,3.48E-03,3.08E-03,2.74E-03
1,1.22E-01,3.22E-03,3.64E-03,3.19E-03,2.85E-03
1,6.03E-02,2.93E-03,3.09E-03,2.96E-03,2.74E-03
1,1.05E-01,3.17E-03,3.53E-03,3.10E-03,2.88E-03
1,1.36E-01,3.30E-03,3.80E-03,3.18E-03,2.92E-03
1,1.63E-01,3.00E-03,3.46E-03,3.05E-03,2.48E-03
1,5.17E-02,3.07E-03,3.20E-03,3.10E-03,2.89E-03
1,1.15E-01,3.05E-03,3.40E-03,3.06E-03,2.69E-03
1,5.59E-02,3.10E-03,3.29E-03,3.06E-03,2.95E-03
1,5.14E-02,3.11E-03,3.29E-03,3.05E-03,2.99E-03
1,1.12E-01,3.22E-03,3.50E-03,3.36E-03,2.81E-03
1,4.00E-02,3.17E-03,3.28E-03,3.20E-03,3.03E-03
1,2.81E-02,3.10E-03,3.20E-03,3.08E-03,3.03E-03
1,1.53E-01,3.32E-03,3.89E-03,3.20E-03,2.88E-03
1,5.92E-02,3.16E-03,3.32E-03,3.21E-03,2.95E-03
1,2.44E-02,3.08E-03,3.16E-03,3.09E-03,3.01E-03
1,1.50E-01,2.92E-03,3.35E-03,2.93E-03,2.47E-03
2,7.74E-01,7.72E-04,1.66E-03,3.41E-04,3.14E-04
2,6.78E-01,8.50E-04,1.64E-03,5.20E-04,3.85E-04
2,8.38E-01,8.04E-04,1.87E-03,3.17E-04,2.25E-04
2,8.46E-01,8.08E-04,1.90E-03,2.72E-04,2.53E-04
2,7.22E-01,8.29E-04,1.68E-03,4.67E-04,3.39E-04
2,7.96E-01,7.65E-04,1.69E-03,3.51E-04,2.56E-04
2,7.23E-01,7.57E-04,1.53E-03,4.68E-04,2.71E-04
2,7.36E-01,7.70E-04,1.59E-03,3.78E-04,3.44E-04
2,7.21E-01,7.28E-04,1.47E-03,4.28E-04,2.82E-04
2,5.39E-01,8.09E-04,1.32E-03,7.51E-04,3.55E-04
2,2.82E-01,1.01E-03,1.30E-03,1.02E-03,7.15E-04
2,5.05E-01,1.27E-03,2.08E-03,9.01E-04,8.25E-04
2,8.35E-01,8.30E-04,1.92E-03,3.33E-04,2.34E-04
2,7.61E-01,8.67E-04,1.84E-03,4.30E-04,3.33E-04
2,3.18E-01,1.65E-03,2.27E-03,1.37E-03,1.30E-03
2,8.07E-01,8.54E-04,1.91E-03,3.87E-04,2.66E-04
2,8.58E-01,7.00E-04,1.67E-03,3.00E-04,1.33E-04
2,5.54E-01,9.08E-04,1.56E-03,6.22E-04,5.43E-04
2,6.76E-01,7.53E-04,1.45E-03,4.68E-04,3.37E-04
2,7.90E-01,7.27E-04,1.59E-03,3.90E-04,2.02E-04
2,6.84E-01,7.08E-04,1.37E-03,4.73E-04,2.78E-04
2,4.77E-01,6.93E-04,1.09E-03,6.13E-04,3.80E-04
2,8.28E-01,6.76E-04,1.55E-03,3.39E-04,1.43E-04
2,6.92E-01,7.28E-04,1.42E-03,4.77E-04,2.83E-04
2,8.12E-01,5.66E-04,1.27E-03,3.11E-04,1.21E-04
2,6.56E-01,6.19E-04,1.16E-03,4.43E-04,2.51E-04
2,7.38E-01,7.14E-04,1.47E-03,4.41E-04,2.34E-04
2,7.75E-01,6.84E-04,1.47E-03,3.79E-04,2.05E-04
2,7.34E-01,7.20E-04,1.47E-03,4.68E-04,2.24E-04
2,7.41E-01,7.43E-04,1.53E-03,4.81E-04,2.21E-04
2,7.97E-01,7.04E-04,1.55E-03,3.72E-04,1.90E-04
2,7.52E-01,7.65E-04,1.60E-03,4.50E-04,2.47E-04
2,4.54E-01,7.21E-04,1.11E-03,6.28E-04,4.24E-04
2,8.06E-01,6.91E-04,1.54E-03,3.14E-04,2.16E-04
2,8.26E-01,8.16E-04,1.87E-03,3.36E-04,2.43E-04
2,7.66E-01,7.95E-04,1.69E-03,3.83E-04,3.07E-04
2,7.32E-01,7.97E-04,1.64E-03,3.91E-04,3.63E-04
2,9.04E-01,7.53E-04,1.92E-03,2.07E-04,1.34E-04
2,8.57E-01,7.38E-04,1.76E-03,2.80E-04,1.76E-04
2,8.06E-01,8.20E-04,1.83E-03,3.41E-04,2.86E-04
2,8.33E-01,9.20E-04,2.13E-03,3.38E-04,2.96E-04
2,8.83E-01,7.46E-04,1.84E-03,2.41E-04,1.54E-04
2,8.45E-01,7.37E-04,1.73E-03,2.95E-04,1.88E-04
2,4.38E-01,7.50E-04,1.15E-03,5.91E-04,5.06E-04
2,6.22E-01,1.19E-03,2.18E-03,7.54E-04,6.38E-04
2,8.92E-01,7.52E-04,1.88E-03,2.50E-04,1.25E-04
2,8.30E-01,8.21E-04,1.89E-03,3.53E-04,2.23E-04
2,8.51E-01,7.54E-04,1.78E-03,3.12E-04,1.70E-04
2,9.04E-01,7.54E-04,1.92E-03,2.39E-04,1.05E-04
2,8.91E-01,7.53E-04,1.88E-03,2.65E-04,1.16E-04
2,7.93E-01,8.88E-04,1.95E-03,4.09E-04,3.02E-04
2,8.81E-01,7.59E-04,1.87E-03,2.69E-04,1.40E-04
2,8.73E-01,7.70E-04,1.87E-03,2.79E-04,1.57E-04
2,5.34E-01,1.47E-03,2.47E-03,1.03E-03,9.08E-04
2,7.68E-01,6.57E-04,1.40E-03,3.57E-04,2.14E-04
2,7.03E-01,6.88E-04,1.36E-03,4.42E-04,2.60E-04
2,6.31E-01,7.24E-04,1.33E-03,5.34E-04,3.12E-04
2,6.83E-01,7.23E-04,1.40E-03,4.77E-04,2.91E-04
2,6.24E-01,7.46E-04,1.37E-03,5.01E-04,3.71E-04
2,6.07E-01,7.09E-04,1.26E-03,5.46E-04,3.15E-04
2,6.81E-01,7.09E-04,1.37E-03,4.99E-04,2.62E-04
2,6.01E-01,7.29E-04,1.31E-03,4.86E-04,3.93E-04
2,5.94E-01,6.67E-04,1.16E-03,5.62E-04,2.75E-04
2,6.69E-01,6.66E-04,1.26E-03,5.18E-04,2.24E-04
2,5.21E-01,7.37E-04,1.22E-03,5.27E-04,4.59E-04
2,5.40E-01,7.28E-04,1.21E-03,6.01E-04,3.67E-04
2,5.61E-01,6.24E-04,1.07E-03,4.78E-04,3.25E-04
2,4.93E-01,6.63E-04,1.01E-03,6.77E-04,2.99E-04
2,5.24E-01,6.69E-04,1.08E-03,6.19E-04,3.09E-04
2,5.02E-01,7.83E-04,1.26E-03,6.72E-04,4.18E-04
2,4.56E-01,6.56E-04,9.39E-04,7.22E-04,3.05E-04
2,5.33E-01,6.07E-04,9.68E-04,6.03E-04,2.49E-04
2,5.32E-01,7.23E-04,1.20E-03,5.87E-04,3.80E-04
2,5.27E-01,6.31E-04,9.99E-04,6.33E-04,2.62E-04
2,5.66E-01,6.39E-04,1.06E-03,6.14E-04,2.44E-04
2,4.85E-01,7.12E-04,1.11E-03,6.52E-04,3.70E-04
2,2.11E-01,9.13E-04,1.13E-03,8.72E-04,7.41E-04
2,5.65E-01,7.21E-04,1.25E-03,5.05E-04,4.09E-04
2,5.47E-01,7.28E-04,1.24E-03,5.44E-04,4.05E-04
2,5.71E-01,6.90E-04,1.20E-03,4.94E-04,3.76E-04
2,5.27E-01,6.35E-04,1.06E-03,4.57E-04,3.86E-04
2,5.37E-01,7.39E-04,1.24E-03,5.93E-04,3.90E-04
2,5.98E-01,7.10E-04,1.27E-03,4.56E-04,4.03E-04
2,5.10E-01,6.96E-04,1.15E-03,4.99E-04,4.43E-04
2,5.51E-01,6.95E-04,1.18E-03,5.50E-04,3.57E-04
2,5.87E-01,7.26E-04,1.29E-03,4.63E-04,4.28E-04
2,4.65E-01,7.44E-04,1.18E-03,5.42E-04,5.15E-04
2,4.68E-01,6.98E-04,1.10E-03,5.21E-04,4.67E-04
2,6.65E-01,6.42E-04,1.22E-03,4.43E-04,2.64E-04
2,4.52E-01,6.76E-04,1.02E-03,6.35E-04,3.69E-04
2,6.02E-01,7.04E-04,1.25E-03,5.30E-04,3.28E-04
2,6.92E-01,6.29E-04,1.22E-03,4.59E-04,2.08E-04
2,4.01E-01,6.65E-04,9.56E-04,6.46E-04,3.93E-04
2,6.25E-01,6.60E-04,1.20E-03,4.78E-04,2.97E-04
2,7.04E-01,5.77E-04,1.13E-03,4.17E-04,1.79E-04
2,3.70E-01,6.63E-04,9.22E-04,6.60E-04,4.08E-04
2,6.21E-01,6.43E-04,1.17E-03,4.56E-04,3.03E-04
2,6.37E-01,6.65E-04,1.22E-03,4.94E-04,2.78E-04
2,4.48E-01,6.35E-04,9.82E-04,5.18E-04,4.06E-04
2,2.85E-01,7.11E-04,9.48E-04,6.24E-04,5.60E-04
2,2.01E-01,7.43E-04,8.61E-04,7.95E-04,5.72E-04
2,2.18E-01,7.16E-04,8.57E-04,7.46E-04,5.44E-04
2,2.32E-01,6.78E-04,8.50E-04,6.52E-04,5.33E-04
2,3.21E-01,7.65E-04,1.06E-03,6.44E-04,5.94E-04
2,1.61E-01,7.26E-04,8.29E-04,7.49E-04,5.98E-04
2,2.19E-01,7.39E-04,8.94E-04,7.55E-04,5.67E-04
2,4.88E-01,7.59E-04,1.22E-03,6.02E-04,4.58E-04
2,2.53E-01,7.02E-04,9.11E-04,6.09E-04,5.85E-04
2,2.54E-01,6.94E-04,8.30E-04,7.64E-04,4.90E-04
2,2.18E-01,6.73E-04,7.96E-04,7.17E-04,5.07E-04
2,3.45E-01,6.48E-04,9.10E-04,5.70E-04,4.63E-04
2,4.76E-01,6.57E-04,1.04E-03,5.41E-04,3.91E-04
2,2.86E-01,7.21E-04,9.61E-04,6.42E-04,5.59E-04
2,2.53E-01,6.48E-04,8.21E-04,6.38E-04,4.86E-04
2,4.58E-01,6.47E-04,1.01E-03,5.27E-04,4.05E-04
2,2.39E-01,7.00E-04,8.76E-04,6.87E-04,5.36E-04
2,1.87E-01,6.45E-04,7.45E-04,6.80E-04,5.09E-04
2,4.14E-01,6.92E-04,1.03E-03,5.90E-04,4.51E-04
2,2.61E-01,6.91E-04,8.43E-04,7.44E-04,4.86E-04
2,2.32E-01,6.81E-04,8.40E-04,6.86E-04,5.18E-04
2,2.41E-01,7.12E-04,8.98E-04,6.88E-04,5.50E-04
2,6.35E-01,1.02E-03,1.89E-03,6.23E-04,5.41E-04
2,7.41E-01,6.84E-04,1.41E-03,3.83E-04,2.54E-04
2,7.22E-01,9.07E-04,1.83E-03,5.53E-04,3.34E-04
2,8.28E-01,8.39E-04,1.92E-03,3.62E-04,2.29E-04
2,8.15E-01,6.49E-04,1.46E-03,3.62E-04,1.29E-04
2,8.27E-01,7.50E-04,1.72E-03,3.43E-04,1.89E-04
2,7.20E-01,7.49E-04,1.51E-03,4.63E-04,2.73E-04
2,6.93E-01,8.83E-04,1.73E-03,5.56E-04,3.61E-04
2,6.97E-01,7.05E-04,1.39E-03,4.36E-04,2.89E-04
2,5.43E-01,7.60E-04,1.25E-03,6.88E-04,3.40E-04
2,7.79E-01,7.31E-04,1.57E-03,4.64E-04,1.63E-04
2,5.88E-01,7.87E-04,1.38E-03,6.00E-04,3.79E-04
2,7.14E-01,6.31E-04,1.25E-03,4.68E-04,1.77E-04
2,6.07E-01,7.47E-04,1.32E-03,6.28E-04,2.95E-04
2,5.43E-01,7.43E-04,1.25E-03,6.02E-04,3.80E-04
2,7.29E-01,6.00E-04,1.21E-03,4.22E-04,1.67E-04
2,5.53E-01,8.46E-04,1.42E-03,7.30E-04,3.89E-04
2,6.08E-01,6.77E-04,1.20E-03,5.57E-04,2.74E-04
2,8.07E-01,5.39E-04,1.20E-03,3.22E-04,1.00E-04
2,5.20E-01,8.59E-04,1.40E-03,7.56E-04,4.25E-04
2,5.91E-01,6.65E-04,1.14E-03,6.06E-04,2.48E-04
2,4.83E-01,7.13E-04,1.07E-03,7.52E-04,3.20E-04
2,6.45E-01,5.85E-04,1.09E-03,4.19E-04,2.49E-04
2,4.91E-01,8.62E-04,1.36E-03,7.77E-04,4.49E-04
2,6.13E-01,6.55E-04,1.17E-03,5.40E-04,2.59E-04
2,4.53E-01,9.41E-04,1.45E-03,7.98E-04,5.71E-04
2,4.64E-01,8.61E-04,1.32E-03,8.05E-04,4.59E-04
2,6.26E-01,6.25E-04,1.13E-03,4.87E-04,2.54E-04
2,4.30E-01,1.04E-03,1.59E-03,8.53E-04,6.86E-04
2,4.62E-01,8.58E-04,1.31E-03,8.15E-04,4.54E-04
2,6.01E-01,6.87E-04,1.23E-03,5.01E-04,3.35E-04
2,4.48E-01,9.31E-04,1.44E-03,7.82E-04,5.77E-04
2,5.23E-01,8.49E-04,1.41E-03,6.45E-04,4.93E-04
2,5.68E-01,7.08E-04,1.21E-03,5.81E-04,3.31E-04
2,5.47E-01,7.08E-04,1.21E-03,5.02E-04,4.16E-04
2,7.15E-01,6.56E-04,1.32E-03,3.97E-04,2.53E-04
2,6.83E-01,7.18E-04,1.40E-03,4.41E-04,3.17E-04
2,4.94E-01,7.06E-04,1.12E-03,6.32E-04,3.67E-04
2,5.95E-01,6.38E-04,1.11E-03,5.44E-04,2.58E-04
2,6.75E-01,6.62E-04,1.27E-03,4.68E-04,2.51E-04
2,3.10E-01,7.27E-04,9.74E-04,6.94E-04,5.12E-04
2,2.89E-01,7.27E-04,9.22E-04,7.66E-04,4.94E-04
2,4.25E-01,7.03E-04,1.03E-03,6.94E-04,3.89E-04
2,3.25E-01,8.07E-04,1.11E-03,7.39E-04,5.75E-04
2,1.60E-01,8.26E-04,9.80E-04,7.62E-04,7.38E-04
2,6.70E-02,9.22E-04,9.90E-04,9.06E-04,8.70E-04
2,2.71E-01,5.69E-04,7.47E-04,5.12E-04,4.47E-04
2,3.86E-01,7.32E-04,1.06E-03,6.56E-04,4.79E-04
2,2.32E-01,6.66E-04,8.41E-04,6.19E-04,5.37E-04
2,5.11E-01,5.77E-04,9.46E-04,4.46E-04,3.38E-04
2,3.59E-01,7.50E-04,1.06E-03,6.85E-04,5.07E-04
2,2.18E-01,7.75E-04,9.69E-04,7.14E-04,6.42E-04
2,3.54E-01,7.75E-04,1.09E-03,7.11E-04,5.26E-04
2,2.66E-01,6.77E-04,8.66E-04,6.70E-04,4.96E-04
2,3.02E-01,6.81E-04,8.90E-04,6.87E-04,4.66E-04
2,7.72E-02,1.10E-03,1.20E-03,1.09E-03,1.03E-03
2,3.91E-01,7.82E-04,1.15E-03,6.65E-04,5.33E-04
2,3.91E-01,6.58E-04,9.64E-04,5.63E-04,4.47E-04
2,3.68E-01,6.98E-04,9.96E-04,6.29E-04,4.71E-04
2,2.24E-01,9.84E-04,1.22E-03,9.56E-04,7.75E-04
2,4.36E-01,8.04E-04,1.22E-03,6.85E-04,5.02E-04
2,5.26E-01,6.72E-04,1.11E-03,5.26E-04,3.74E-04
2,1.59E-01,8.97E-04,1.06E-03,8.50E-04,7.83E-04
2,3.20E-01,9.99E-04,1.38E-03,8.64E-04,7.56E-04
2,4.70E-01,8.81E-04,1.40E-03,6.58E-04,5.89E-04
2,4.25E-01,7.55E-04,1.14E-03,6.58E-04,4.72E-04
2,6.09E-01,7.39E-04,1.32E-03,5.73E-04,3.23E-04
2,6.63E-01,7.54E-04,1.44E-03,4.50E-04,3.73E-04
2,5.83E-01,7.58E-04,1.32E-03,6.10E-04,3.46E-04
2,5.02E-01,7.17E-04,1.17E-03,5.32E-04,4.49E-04
2,6.61E-01,7.60E-04,1.44E-03,5.06E-04,3.33E-04
2,6.31E-01,7.21E-04,1.32E-03,5.40E-04,3.05E-04
2,5.58E-01,8.12E-04,1.40E-03,5.60E-04,4.78E-04
2,6.23E-01,7.34E-04,1.33E-03,5.45E-04,3.23E-04
2,6.80E-01,6.62E-04,1.28E-03,4.57E-04,2.53E-04
2,5.93E-01,7.62E-04,1.35E-03,5.33E-04,4.00E-04
2,6.33E-01,7.16E-04,1.31E-03,5.45E-04,2.93E-04
2,8.57E-01,7.74E-04,1.84E-03,3.01E-04,1.76E-04
2,6.51E-01,1.13E-03,2.12E-03,6.63E-04,5.88E-04
2,9.05E-01,6.56E-04,1.67E-03,1.66E-04,1.29E-04
2,9.80E-01,5.28E-04,1.52E-03,7.64E-05,-1.54E-05
2,9.46E-01,5.36E-04,1.45E-03,1.64E-04,-8.68E-06
2,9.00E-01,7.22E-04,1.83E-03,2.31E-04,1.08E-04
2,9.67E-01,6.35E-04,1.79E-03,1.23E-04,-4.48E-06
2,7.86E-01,8.12E-04,1.77E-03,4.21E-04,2.47E-04
2,8.24E-01,9.05E-04,2.07E-03,3.70E-04,2.78E-04
2,7.22E-01,9.30E-04,1.89E-03,4.65E-04,4.35E-04
2,7.88E-01,8.43E-04,1.85E-03,3.72E-04,3.12E-04
2,5.72E-01,7.01E-04,1.15E-03,7.06E-04,2.45E-04
2,4.23E-01,6.86E-04,1.03E-03,6.03E-04,4.26E-04
2,5.95E-01,6.29E-04,1.10E-03,5.33E-04,2.57E-04
2,4.04E-01,7.57E-04,1.10E-03,7.25E-04,4.51E-04
2,5.72E-01,7.81E-04,1.35E-03,5.85E-04,4.03E-04
2,7.16E-01,7.09E-04,1.42E-03,4.88E-04,2.24E-04
2,4.43E-01,6.95E-04,1.05E-03,6.30E-04,4.02E-04
2,5.27E-01,8.92E-04,1.49E-03,6.53E-04,5.34E-04
2,6.78E-01,8.35E-04,1.60E-03,5.94E-04,3.09E-04
2,5.35E-01,5.98E-04,9.58E-04,5.91E-04,2.46E-04
2,7.20E-01,6.95E-04,1.39E-03,4.86E-04,2.08E-04
2,2.97E-01,7.75E-04,9.90E-04,8.16E-04,5.20E-04
2,5.78E-01,7.27E-04,1.26E-03,5.84E-04,3.39E-04
2,3.71E-01,7.69E-04,1.09E-03,7.09E-04,5.04E-04
2,3.10E-01,6.97E-04,9.27E-04,6.84E-04,4.81E-04
2,4.88E-01,7.06E-04,1.11E-03,6.38E-04,3.68E-04
2,3.66E-01,7.45E-04,1.02E-03,7.64E-04,4.51E-04
2,3.12E-01,7.10E-04,8.92E-04,7.86E-04,4.52E-04
2,3.89E-01,7.02E-04,9.85E-04,7.12E-04,4.09E-04
2,3.31E-01,7.36E-04,1.00E-03,7.12E-04,4.96E-04
2,2.66E-01,6.87E-04,8.10E-04,7.79E-04,4.72E-04
2,5.04E-01,6.86E-04,1.09E-03,6.17E-04,3.45E-04
2,5.02E-01,7.09E-04,1.16E-03,4.99E-04,4.69E-04
2,6.10E-01,7.64E-04,1.38E-03,5.27E-04,3.87E-04
2,5.02E-01,7.08E-04,1.15E-03,5.61E-04,4.13E-04
2,3.71E-01,6.67E-04,9.65E-04,5.45E-04,4.91E-04
2,6.59E-01,7.02E-04,1.34E-03,4.04E-04,3.67E-04
2,5.48E-01,6.72E-04,1.15E-03,4.70E-04,4.00E-04
2,3.54E-01,6.94E-04,9.83E-04,6.06E-04,4.93E-04
2,6.12E-01,7.22E-04,1.31E-03,4.61E-04,3.95E-04
2,4.46E-01,7.38E-04,1.14E-03,5.77E-04,4.94E-04
2,2.84E-01,7.42E-04,9.61E-04,7.40E-04,5.27E-04
2,4.47E-01,7.00E-04,1.08E-03,5.67E-04,4.51E-04
2,6.56E-01,7.59E-04,1.43E-03,5.38E-04,3.12E-04
2,7.77E-01,5.12E-04,1.10E-03,3.09E-04,1.30E-04
2,6.46E-01,8.23E-04,1.53E-03,6.09E-04,3.33E-04
2,5.46E-01,7.07E-04,1.21E-03,4.71E-04,4.45E-04
2,6.72E-01,6.55E-04,1.25E-03,4.58E-04,2.55E-04
2,6.40E-01,8.09E-04,1.49E-03,6.01E-04,3.33E-04
2,5.59E-01,7.55E-04,1.29E-03,5.83E-04,3.90E-04
2,6.54E-01,7.34E-04,1.37E-03,5.33E-04,2.93E-04
2,6.40E-01,7.08E-04,1.29E-03,5.87E-04,2.48E-04
2,5.49E-01,7.60E-04,1.26E-03,6.77E-04,3.41E-04
2,5.50E-01,7.27E-04,1.20E-03,6.71E-04,3.10E-04
2,8.87E-01,6.85E-04,1.70E-03,2.13E-04,1.41E-04
2,2.39E-01,8.32E-04,1.06E-03,7.46E-04,6.86E-04
2,6.00E-01,8.37E-04,1.50E-03,5.32E-04,4.78E-04
2,7.85E-01,8.53E-04,1.86E-03,3.92E-04,3.08E-04
2,6.99E-01,6.61E-04,1.31E-03,3.73E-04,3.01E-04
2,8.89E-01,6.97E-04,1.74E-03,2.27E-04,1.27E-04
2,8.62E-01,6.91E-04,1.65E-03,2.92E-04,1.25E-04
2,8.21E-01,6.94E-04,1.57E-03,3.34E-04,1.72E-04
2,9.42E-01,5.58E-04,1.50E-03,1.72E-04,-1.58E-06
2,8.19E-01,6.05E-04,1.36E-03,3.26E-04,1.24E-04
2,6.47E-01,8.19E-04,1.53E-03,5.80E-04,3.50E-04
2,5.33E-01,6.65E-04,1.08E-03,6.11E-04,3.01E-04
2,5.12E-01,6.88E-04,1.08E-03,6.72E-04,3.09E-04
2,3.15E-01,6.80E-04,8.69E-04,7.35E-04,4.36E-04
2,2.62E-01,6.66E-04,8.38E-04,6.78E-04,4.81E-04
2,5.45E-01,6.38E-04,1.07E-03,5.14E-04,3.27E-04
2,6.01E-01,6.42E-04,1.14E-03,4.74E-04,3.08E-04
2,5.22E-01,7.01E-04,1.14E-03,6.27E-04,3.38E-04
2,3.46E-01,6.86E-04,9.62E-04,6.10E-04,4.85E-04
2,6.42E-01,6.32E-04,1.18E-03,4.18E-04,3.01E-04
2,5.30E-01,6.95E-04,1.15E-03,5.84E-04,3.53E-04
2,6.02E-01,6.77E-04,1.21E-03,4.62E-04,3.56E-04
2,5.91E-01,6.79E-04,1.17E-03,6.06E-04,2.61E-04
2,7.39E-01,7.08E-04,1.46E-03,4.00E-04,2.62E-04
2,5.14E-01,7.61E-04,1.21E-03,7.26E-04,3.49E-04
2,3.02E-01,7.06E-04,9.27E-04,7.02E-04,4.88E-04
2,6.35E-01,7.12E-04,1.31E-03,5.09E-04,3.15E-04
2,4.66E-01,7.70E-04,1.18E-03,7.17E-04,4.11E-04
2,3.94E-01,7.02E-04,1.01E-03,6.61E-04,4.32E-04
2,4.70E-01,7.00E-04,1.08E-03,6.50E-04,3.71E-04
2,4.34E-01,7.31E-04,1.11E-03,6.35E-04,4.50E-04
2,3.22E-01,7.45E-04,9.84E-04,7.63E-04,4.88E-04
2,4.56E-01,6.85E-04,1.06E-03,5.70E-04,4.22E-04
2,6.51E-01,7.28E-04,1.37E-03,4.53E-04,3.59E-04
2,6.46E-01,8.23E-04,1.53E-03,6.09E-04,3.33E-04
2,5.46E-01,7.07E-04,1.21E-03,4.71E-04,4.45E-04
2,4.53E-01,6.85E-04,1.05E-03,6.03E-04,3.99E-04
2,6.40E-01,8.09E-04,1.49E-03,6.01E-04,3.33E-04
2,5.59E-01,7.55E-04,1.29E-03,5.83E-04,3.90E-04
2,4.55E-01,7.32E-04,1.13E-03,6.44E-04,4.25E-04
2,6.40E-01,7.08E-04,1.29E-03,5.87E-04,2.48E-04
2,5.49E-01,7.60E-04,1.26E-03,6.77E-04,3.41E-04
2,4.09E-01,7.78E-04,1.14E-03,7.30E-04,4.66E-04
2,3.70E-01,7.72E-04,1.06E-03,7.94E-04,4.62E-04
2,9.05E-01,6.31E-04,1.61E-03,1.54E-04,1.30E-04
2,8.15E-01,6.84E-04,1.55E-03,2.99E-04,2.07E-04
2,6.70E-01,6.60E-04,1.25E-03,5.07E-04,2.25E-04
2,4.90E-01,6.22E-04,8.49E-04,7.76E-04,2.41E-04
2,9.30E-01,6.48E-04,1.71E-03,1.99E-04,3.14E-05
2,9.49E-01,6.09E-04,1.66E-03,1.14E-04,4.88E-05
2,8.43E-01,6.59E-04,1.54E-03,2.47E-04,1.88E-04
2,7.80E-01,9.37E-04,2.03E-03,4.30E-04,3.50E-04
2,9.51E-01,6.66E-04,1.83E-03,1.38E-04,3.45E-05
2,9.43E-01,6.51E-04,1.76E-03,1.42E-04,5.01E-05
2,8.51E-01,7.20E-04,1.70E-03,2.71E-04,1.86E-04
2,8.69E-01,6.71E-04,1.63E-03,2.08E-04,1.78E-04
2,9.19E-01,6.44E-04,1.68E-03,1.46E-04,1.08E-04
2,8.84E-01,6.74E-04,1.67E-03,1.95E-04,1.58E-04
2,8.80E-01,6.94E-04,1.71E-03,2.29E-04,1.47E-04
