Matter,T1,B0,ADC,FA,L1,L2,L3,RA,RD,TR,VR
2,253.19980,248.000,1.2904000E-03,5.7380000E-01,1.2904000E-03,6.4981000E-04,3.2627000E-04,5.3030000E-01,4.8804000E-04,2.2665000E-03,6.3444000E-01
2,281.27680,244.000,1.4099000E-03,7.0414000E-01,1.4099000E-03,4.8974000E-04,2.4348000E-04,7.0267000E-01,3.6661000E-04,2.1431000E-03,4.6117000E-01
2,270.32330,244.000,1.3920000E-03,7.0780000E-01,1.3920000E-03,5.1506000E-04,2.1227000E-04,7.0814000E-01,3.6367000E-04,2.1193000E-03,4.3169000E-01
2,276.60450,232.000,1.4344000E-03,6.4999000E-01,1.4344000E-03,5.6151000E-04,3.1103000E-04,6.2618000E-01,4.3627000E-04,2.3070000E-03,5.5090000E-01
2,269.48190,248.000,1.4510000E-03,6.2921000E-01,1.4510000E-03,6.0865000E-04,3.2916000E-04,5.9882000E-01,4.6891000E-04,2.3888000E-03,5.7578000E-01
2,274.53780,250.000,1.4139000E-03,6.3938000E-01,1.4139000E-03,6.0954000E-04,2.9156000E-04,6.1209000E-01,4.5055000E-04,2.3150000E-03,5.4683000E-01
2,276.17480,257.000,1.1992000E-03,5.4479000E-01,1.1992000E-03,6.3622000E-04,3.3281000E-04,4.9666000E-01,4.8452000E-04,2.1682000E-03,6.7257000E-01
2,302.19870,274.000,1.5841000E-03,7.0305000E-01,1.5841000E-03,4.9496000E-04,3.1736000E-04,7.0105000E-01,4.0616000E-04,2.3964000E-03,4.8818000E-01
2,303.32580,262.000,1.4184000E-03,7.6801000E-01,1.4184000E-03,3.0897000E-04,2.6313000E-04,8.0502000E-01,2.8605000E-04,1.9905000E-03,3.9477000E-01
2,303.33200,238.000,1.5034000E-03,6.9221000E-01,1.5034000E-03,5.1495000E-04,2.8976000E-04,6.8511000E-01,4.0236000E-04,2.3081000E-03,4.9259000E-01
2,317.84160,277.000,1.6154000E-03,8.1259000E-01,1.6154000E-03,4.1537000E-04,1.3815000E-04,8.8677000E-01,2.7676000E-04,2.1690000E-03,2.4530000E-01
2,312.16520,242.000,1.5044000E-03,7.5192000E-01,1.5044000E-03,4.0092000E-04,2.5068000E-04,7.7778000E-01,3.2580000E-04,2.1560000E-03,4.0736000E-01
2,314.35930,236.000,1.5274000E-03,6.4450000E-01,1.5274000E-03,6.1272000E-04,3.3280000E-04,6.1885000E-01,4.7276000E-04,2.4729000E-03,5.5608000E-01
2,309.17000,241.000,1.6519000E-03,7.2974000E-01,1.6519000E-03,5.2454000E-04,2.6180000E-04,7.4190000E-01,3.9317000E-04,2.4382000E-03,4.2255000E-01
2,306.48750,217.000,1.2618000E-03,6.6644000E-01,1.2618000E-03,5.1057000E-04,2.3489000E-04,6.4858000E-01,3.7273000E-04,2.0072000E-03,5.0521000E-01
2,318.00460,244.000,1.3971000E-03,5.7191000E-01,1.3971000E-03,7.0218000E-04,3.5733000E-04,5.2807000E-01,5.2975000E-04,2.4566000E-03,6.3842000E-01
2,332.94640,248.000,1.5926000E-03,6.9198000E-01,1.5926000E-03,6.4394000E-04,2.4285000E-04,6.8478000E-01,4.4340000E-04,2.4794000E-03,4.4119000E-01
2,329.12370,241.000,1.0239000E-03,4.5138000E-01,1.0239000E-03,7.2806000E-04,3.4643000E-04,3.9645000E-01,5.3725000E-04,2.0984000E-03,7.5466000E-01
2,357.28540,253.000,1.8777000E-03,6.7746000E-01,1.8777000E-03,6.5154000E-04,3.9465000E-04,6.6397000E-01,5.2310000E-04,2.9239000E-03,5.2150000E-01
2,356.95350,235.000,1.4269000E-03,6.0100000E-01,1.4269000E-03,6.0913000E-04,3.7168000E-04,5.6318000E-01,4.9041000E-04,2.4077000E-03,6.2491000E-01
2,353.90580,221.000,1.4266000E-03,6.4383000E-01,1.4266000E-03,5.0012000E-04,3.6453000E-04,6.1796000E-01,4.3232000E-04,2.2912000E-03,5.8378000E-01
2,360.70750,251.000,1.4783000E-03,6.6044000E-01,1.4783000E-03,6.1946000E-04,2.7418000E-04,6.4032000E-01,4.4682000E-04,2.3719000E-03,5.0800000E-01
2,362.51280,215.000,1.6225000E-03,6.0372000E-01,1.6225000E-03,6.8751000E-04,4.1992000E-04,5.6655000E-01,5.5372000E-04,2.7300000E-03,6.2163000E-01
2,368.25550,217.000,1.5556000E-03,5.9818000E-01,1.5556000E-03,5.8244000E-04,4.7183000E-04,5.5972000E-01,5.2714000E-04,2.6099000E-03,6.4928000E-01
2,352.08150,246.000,1.4625000E-03,6.6007000E-01,1.4625000E-03,5.5338000E-04,3.0990000E-04,6.3982000E-01,4.3164000E-04,2.3258000E-03,5.3825000E-01
2,372.72360,233.000,1.4914000E-03,6.8310000E-01,1.4914000E-03,5.1631000E-04,3.0250000E-04,6.7197000E-01,4.0941000E-04,2.3102000E-03,5.1009000E-01
2,353.85540,244.000,1.5119000E-03,5.5826000E-01,1.5119000E-03,6.9767000E-04,4.4921000E-04,5.1212000E-01,5.7344000E-04,2.6588000E-03,6.8068000E-01
2,355.45560,285.000,1.5015000E-03,6.6879000E-01,1.5015000E-03,5.5051000E-04,3.1235000E-04,6.5183000E-01,4.3143000E-04,2.3643000E-03,5.2742000E-01
2,347.67130,218.000,1.3775000E-03,5.4619000E-01,1.3775000E-03,6.1075000E-04,4.4942000E-04,4.9825000E-01,5.3009000E-04,2.4376000E-03,7.0478000E-01
2,309.72710,325.000,1.2749000E-03,4.8978000E-01,1.2749000E-03,7.6834000E-04,4.0628000E-04,4.3631000E-01,5.8731000E-04,2.4496000E-03,7.3109000E-01
2,294.23810,301.000,1.3319000E-03,5.2716000E-01,1.3319000E-03,6.9807000E-04,4.0460000E-04,4.7685000E-01,5.5134000E-04,2.4346000E-03,7.0387000E-01
2,331.08820,327.000,1.2985000E-03,5.9804000E-01,1.2985000E-03,5.5167000E-04,3.4525000E-04,5.5954000E-01,4.4846000E-04,2.1954000E-03,6.3106000E-01
2,339.86070,262.000,1.0878000E-03,4.4279000E-01,1.0878000E-03,5.9821000E-04,4.4212000E-04,3.8777000E-01,5.2017000E-04,2.1282000E-03,8.0595000E-01
2,282.08020,280.000,1.0258000E-03,4.1908000E-01,1.0258000E-03,7.2270000E-04,3.9016000E-04,3.6416000E-01,5.5643000E-04,2.1387000E-03,7.9835000E-01
2,320.44620,312.000,1.2415000E-03,5.3629000E-01,1.2415000E-03,6.5931000E-04,3.5799000E-04,4.8705000E-01,5.0865000E-04,2.2588000E-03,6.8649000E-01
2,336.73170,278.000,1.0970000E-03,4.0040000E-01,1.0970000E-03,6.0293000E-04,5.1683000E-04,3.4594000E-01,5.5988000E-04,2.2167000E-03,8.4730000E-01
2,264.75060,348.000,8.1521000E-04,3.3553000E-01,8.1521000E-04,6.8250000E-04,3.8703000E-04,2.8486000E-01,5.3477000E-04,1.8847000E-03,8.6842000E-01
2,329.25950,290.000,1.5549000E-03,5.9071000E-01,1.5549000E-03,6.3589000E-04,4.4663000E-04,5.5058000E-01,5.4126000E-04,2.6374000E-03,6.4992000E-01
2,327.88640,285.000,8.7890000E-04,3.3460000E-01,8.7890000E-04,6.7696000E-04,4.2144000E-04,2.8400000E-01,5.4920000E-04,1.9773000E-03,8.7576000E-01
2,330.35630,268.000,9.6324000E-04,3.9343000E-01,9.6324000E-04,7.7751000E-04,3.8622000E-04,3.3921000E-01,5.8187000E-04,2.1270000E-03,8.1163000E-01
2,252.78100,392.000,1.0744000E-03,3.2476000E-01,1.0744000E-03,7.5715000E-04,5.4430000E-04,2.7501000E-01,6.5072000E-04,2.3758000E-03,8.9145000E-01
2,308.97220,219.000,1.1403000E-03,4.3610000E-01,1.1403000E-03,7.6897000E-04,4.1674000E-04,3.8105000E-01,5.9285000E-04,2.3260000E-03,7.8400000E-01
2,324.51770,240.000,1.3231000E-03,5.9787000E-01,1.3231000E-03,5.7007000E-04,3.4688000E-04,5.5933000E-01,4.5848000E-04,2.2400000E-03,6.2849000E-01
2,355.36220,216.000,1.4223000E-03,5.8145000E-01,1.4223000E-03,6.2116000E-04,3.9962000E-04,5.3942000E-01,5.1039000E-04,2.4430000E-03,6.5373000E-01
2,288.07500,220.000,1.2041000E-03,4.1277000E-01,1.2041000E-03,8.7725000E-04,4.6237000E-04,3.5797000E-01,6.6981000E-04,2.5437000E-03,8.0118000E-01
2,293.77040,232.000,1.2979000E-03,5.1002000E-01,1.2979000E-03,6.9507000E-04,4.1649000E-04,4.5803000E-01,5.5578000E-04,2.4095000E-03,7.2522000E-01
2,352.80360,205.000,1.2245000E-03,5.5969000E-01,1.2245000E-03,5.4659000E-04,3.7341000E-04,5.1377000E-01,4.6000000E-04,2.1445000E-03,6.8422000E-01
2,292.14380,209.000,1.0525000E-03,4.2393000E-01,1.0525000E-03,8.7112000E-04,3.8136000E-04,3.6894000E-01,6.2624000E-04,2.3050000E-03,7.7090000E-01
2,270.12430,265.000,1.1901000E-03,5.4717000E-01,1.1901000E-03,7.3827000E-04,2.8687000E-04,4.9937000E-01,5.1257000E-04,2.2152000E-03,6.2602000E-01
2,353.55810,226.000,1.0631000E-03,4.4263000E-01,1.0631000E-03,6.5545000E-04,3.9874000E-04,3.8760000E-01,5.2709000E-04,2.1173000E-03,7.9035000E-01
2,359.03600,228.000,1.1810000E-03,5.5324000E-01,1.1810000E-03,7.4257000E-04,2.7305000E-04,5.0632000E-01,5.0781000E-04,2.1966000E-03,6.1001000E-01
2,253.46910,214.000,1.4562000E-03,5.7053000E-01,1.4562000E-03,6.0938000E-04,4.5033000E-04,5.2645000E-01,5.2985000E-04,2.5159000E-03,6.7750000E-01
2,288.79090,184.000,1.3117000E-03,4.4336000E-01,1.3117000E-03,6.7423000E-04,5.6275000E-04,3.8834000E-01,6.1849000E-04,2.5486000E-03,8.1168000E-01
2,302.60920,192.000,1.2303000E-03,5.4463000E-01,1.2303000E-03,6.0388000E-04,3.6686000E-04,4.9648000E-01,4.8537000E-04,2.2010000E-03,6.9014000E-01
2,294.27170,233.000,1.2944000E-03,4.3277000E-01,1.2944000E-03,9.0208000E-04,4.7176000E-04,3.7772000E-01,6.8692000E-04,2.6682000E-03,7.8294000E-01
2,294.20860,177.000,1.3690000E-03,4.7101000E-01,1.3690000E-03,6.8439000E-04,5.4334000E-04,4.1662000E-01,6.1386000E-04,2.5968000E-03,7.8497000E-01
2,288.77560,223.000,1.3766000E-03,4.8176000E-01,1.3766000E-03,6.8453000E-04,5.2678000E-04,4.2785000E-01,6.0566000E-04,2.5879000E-03,7.7331000E-01
2,296.34880,187.000,1.4118000E-03,4.6477000E-01,1.4118000E-03,8.3495000E-04,5.0203000E-04,4.1017000E-01,6.6849000E-04,2.7487000E-03,7.6933000E-01
2,279.40060,165.000,1.3688000E-03,5.8388000E-01,1.3688000E-03,5.6878000E-04,3.9999000E-04,5.4233000E-01,4.8438000E-04,2.3376000E-03,6.5827000E-01
2,296.12260,215.000,1.4417000E-03,5.4613000E-01,1.4417000E-03,6.0339000E-04,4.9780000E-04,4.9819000E-01,5.5059000E-04,2.5429000E-03,7.1106000E-01
2,297.13030,208.000,1.3829000E-03,4.5820000E-01,1.3829000E-03,7.4776000E-04,5.3872000E-04,4.0341000E-01,6.4324000E-04,2.6693000E-03,7.9079000E-01
2,298.08030,231.000,1.0621000E-03,4.2885000E-01,1.0621000E-03,7.4519000E-04,3.9135000E-04,3.7382000E-01,5.6827000E-04,2.1986000E-03,7.8687000E-01
2,295.95010,237.000,1.2738000E-03,4.5162000E-01,1.2738000E-03,6.9924000E-04,5.0222000E-04,3.9670000E-01,6.0073000E-04,2.4752000E-03,7.9640000E-01
2,175.25920,329.000,1.0739000E-03,4.0177000E-01,1.0739000E-03,7.4845000E-04,4.3415000E-04,3.4726000E-01,5.9130000E-04,2.2565000E-03,8.2001000E-01
2,203.69000,266.000,1.0238000E-03,4.4539000E-01,1.0238000E-03,8.4781000E-04,3.4361000E-04,3.9039000E-01,5.9571000E-04,2.2152000E-03,7.4078000E-01
2,273.17040,252.000,1.0913000E-03,4.7579000E-01,1.0913000E-03,7.0702000E-04,3.5148000E-04,4.2159000E-01,5.2925000E-04,2.1498000E-03,7.3695000E-01
2,192.53610,312.000,1.2215000E-03,4.7755000E-01,1.2215000E-03,6.7525000E-04,4.3497000E-04,4.2343000E-01,5.5511000E-04,2.3317000E-03,7.6409000E-01
2,247.47130,253.000,1.0397000E-03,4.5499000E-01,1.0397000E-03,7.4702000E-04,3.4581000E-04,4.0014000E-01,5.4641000E-04,2.1325000E-03,7.4775000E-01
2,298.45890,247.000,1.1528000E-03,4.4112000E-01,1.1528000E-03,7.8696000E-04,4.1159000E-04,3.8609000E-01,5.9928000E-04,2.3514000E-03,7.7550000E-01
2,192.68920,303.000,1.1420000E-03,4.1853000E-01,1.1420000E-03,7.3328000E-04,4.5440000E-04,3.6362000E-01,5.9384000E-04,2.3297000E-03,8.1255000E-01
2,276.65110,239.000,1.2009000E-03,4.8611000E-01,1.2009000E-03,8.0078000E-04,3.6540000E-04,4.3242000E-01,5.8309000E-04,2.3671000E-03,7.1534000E-01
2,287.19840,256.000,1.0458000E-03,4.2014000E-01,1.0458000E-03,7.9827000E-04,3.8720000E-04,3.6520000E-01,5.9273000E-04,2.2313000E-03,7.8567000E-01
2,178.94890,339.000,1.0887000E-03,4.5023000E-01,1.0887000E-03,9.7842000E-04,3.6150000E-04,3.9529000E-01,6.6996000E-04,2.4287000E-03,7.2581000E-01
2,293.72650,240.000,9.1179000E-04,2.5407000E-01,9.1179000E-04,7.9423000E-04,5.3307000E-04,2.1206000E-01,6.6365000E-04,2.2391000E-03,9.2848000E-01
2,298.39800,240.000,1.1402000E-03,4.2383000E-01,1.1402000E-03,6.4785000E-04,4.8292000E-04,3.6885000E-01,5.6539000E-04,2.2710000E-03,8.2235000E-01
2,301.83800,222.000,1.1562000E-03,4.7857000E-01,1.1562000E-03,7.7725000E-04,3.6118000E-04,4.2450000E-01,5.6922000E-04,2.2947000E-03,7.2533000E-01
2,297.16040,230.000,1.1241000E-03,4.7024000E-01,1.1241000E-03,8.1470000E-04,3.5156000E-04,4.1582000E-01,5.8313000E-04,2.2903000E-03,7.2353000E-01
2,274.15600,249.000,1.1113000E-03,4.2569000E-01,1.1113000E-03,6.4457000E-04,4.6060000E-04,3.7068000E-01,5.5258000E-04,2.2164000E-03,8.1811000E-01
2,290.51440,245.000,1.1823000E-03,4.7177000E-01,1.1823000E-03,7.3580000E-04,3.9600000E-04,4.1741000E-01,5.6590000E-04,2.3141000E-03,7.5060000E-01
2,285.99040,234.000,1.1390000E-03,5.0844000E-01,1.1390000E-03,7.6258000E-04,3.1443000E-04,4.5631000E-01,5.3851000E-04,2.2161000E-03,6.7760000E-01
2,292.22630,240.000,1.0727000E-03,4.8487000E-01,1.0727000E-03,6.1430000E-04,3.6144000E-04,4.3112000E-01,4.8787000E-04,2.0484000E-03,7.4816000E-01
2,293.79400,246.000,1.1111000E-03,5.0680000E-01,1.1111000E-03,6.7805000E-04,3.2714000E-04,4.5454000E-01,5.0260000E-04,2.1163000E-03,7.0207000E-01
2,291.31640,243.000,1.1460000E-03,5.0308000E-01,1.1460000E-03,7.5078000E-04,3.2784000E-04,4.5052000E-01,5.3931000E-04,2.2247000E-03,6.9175000E-01
2,287.14440,248.000,9.6166000E-04,4.8953000E-01,9.6166000E-04,7.1389000E-04,2.7571000E-04,4.3604000E-01,4.9480000E-04,1.9513000E-03,6.8789000E-01
2,227.16840,282.000,1.0743000E-03,3.1013000E-01,1.0743000E-03,6.9074000E-04,5.9799000E-04,2.6175000E-01,6.4436000E-04,2.3630000E-03,9.0801000E-01
2,286.55620,215.000,1.3482000E-03,6.0387000E-01,1.3482000E-03,5.8306000E-04,3.4104000E-04,5.6673000E-01,4.6205000E-04,2.2723000E-03,6.1693000E-01
2,293.31060,223.000,1.2123000E-03,5.8268000E-01,1.2123000E-03,5.4844000E-04,3.2648000E-04,5.4089000E-01,4.3746000E-04,2.0872000E-03,6.4457000E-01
2,277.93110,221.000,1.1538000E-03,4.8412000E-01,1.1538000E-03,7.2481000E-04,3.6615000E-04,4.3033000E-01,5.4548000E-04,2.2448000E-03,7.3091000E-01
2,289.32600,209.000,1.2964000E-03,5.7616000E-01,1.2964000E-03,7.2496000E-04,2.9243000E-04,5.3311000E-01,5.0869000E-04,2.3138000E-03,5.9906000E-01
2,285.69070,212.000,1.1783000E-03,5.6306000E-01,1.1783000E-03,6.6460000E-04,2.8298000E-04,5.1769000E-01,4.7379000E-04,2.1259000E-03,6.2274000E-01
2,285.58230,192.000,1.1679000E-03,4.5374000E-01,1.1679000E-03,7.5589000E-04,4.0909000E-04,3.9886000E-01,5.8249000E-04,2.3329000E-03,7.6801000E-01
2,268.06850,207.000,1.2150000E-03,5.3578000E-01,1.2150000E-03,8.1769000E-04,2.9379000E-04,4.8648000E-01,5.5574000E-04,2.3265000E-03,6.2585000E-01
2,274.80550,203.000,1.2363000E-03,5.8240000E-01,1.2363000E-03,7.9164000E-04,2.3814000E-04,5.4055000E-01,5.1489000E-04,2.2661000E-03,5.4077000E-01
2,285.30070,179.000,1.1455000E-03,4.8914000E-01,1.1455000E-03,8.0111000E-04,3.3641000E-04,4.3563000E-01,5.6876000E-04,2.2830000E-03,7.0048000E-01
2,280.30740,228.000,8.4270000E-04,1.7156000E-01,8.4270000E-04,6.5689000E-04,6.1282000E-04,1.4148000E-01,6.3485000E-04,2.1124000E-03,9.7169000E-01
2,251.87900,196.000,1.1139000E-03,3.8875000E-01,1.1139000E-03,7.4132000E-04,4.7913000E-04,3.3472000E-01,6.1023000E-04,2.3344000E-03,8.3978000E-01
2,270.82590,199.000,1.2023000E-03,4.3127000E-01,1.2023000E-03,7.9635000E-04,4.5070000E-04,3.7623000E-01,6.2352000E-04,2.4494000E-03,7.9289000E-01
2,267.44920,201.000,1.1288000E-03,4.8805000E-01,1.1288000E-03,7.4597000E-04,3.4235000E-04,4.3447000E-01,5.4416000E-04,2.2171000E-03,7.1419000E-01
2,266.85180,185.000,1.0864000E-03,4.4672000E-01,1.0864000E-03,8.6331000E-04,3.6384000E-04,3.9173000E-01,6.1357000E-04,2.3136000E-03,7.4403000E-01
2,274.32530,177.000,1.1374000E-03,4.9565000E-01,1.1374000E-03,7.3588000E-04,3.3828000E-04,4.4255000E-01,5.3708000E-04,2.2116000E-03,7.0674000E-01
2,270.61820,187.000,1.2286000E-03,5.6753000E-01,1.2286000E-03,5.8780000E-04,3.3714000E-04,5.2292000E-01,4.6247000E-04,2.1535000E-03,6.5820000E-01
2,258.62850,178.000,1.0323000E-03,4.7972000E-01,1.0323000E-03,8.1579000E-04,3.0395000E-04,4.2571000E-01,5.5987000E-04,2.1520000E-03,6.9343000E-01
2,265.92050,152.000,1.0797000E-03,4.6740000E-01,1.0797000E-03,6.5791000E-04,3.7268000E-04,4.1288000E-01,5.1530000E-04,2.1103000E-03,7.6058000E-01
2,262.91100,168.000,1.2979000E-03,5.3912000E-01,1.2979000E-03,6.5240000E-04,3.8809000E-04,4.9024000E-01,5.2025000E-04,2.3384000E-03,6.9392000E-01
2,263.20200,156.000,1.2166000E-03,4.4305000E-01,1.2166000E-03,8.7116000E-04,4.2327000E-04,3.8803000E-01,6.4721000E-04,2.5111000E-03,7.6501000E-01
2,267.43990,214.000,8.0937000E-04,2.1991000E-01,8.0937000E-04,5.9337000E-04,5.3533000E-04,1.8252000E-01,5.6435000E-04,1.9381000E-03,9.5356000E-01
2,323.17310,239.000,1.7472000E-03,8.8591000E-01,1.7472000E-03,2.6840000E-04,1.0202000E-04,1.0476000E+00,1.8521000E-04,2.1176000E-03,1.3602000E-01
2,78.13790,826.000,2.1425000E-03,6.9324000E-01,2.1425000E-03,5.8297000E-04,5.3611000E-04,6.8660000E-01,5.5954000E-04,3.2616000E-03,5.2106000E-01
2,57.32540,570.000,1.9943000E-03,8.1044000E-01,1.9943000E-03,3.8411000E-04,2.8482000E-04,8.8258000E-01,3.3446000E-04,2.6633000E-03,3.1185000E-01
2,182.49730,335.000,2.0150000E-03,8.6460000E-01,2.0150000E-03,3.2958000E-04,1.6873000E-04,9.9671000E-01,2.4915000E-04,2.5133000E-03,1.9057000E-01
2,190.73310,333.000,1.9179000E-03,8.7239000E-01,1.9179000E-03,2.8250000E-04,1.6479000E-04,1.0149000E+00,2.2364000E-04,2.3652000E-03,1.8220000E-01
2,332.68400,258.000,1.9825000E-03,9.3708000E-01,1.9825000E-03,1.4103000E-04,9.5583000E-05,1.1883000E+00,1.1831000E-04,2.2192000E-03,6.6027000E-02
2,328.39690,232.000,1.8931000E-03,9.8178000E-01,1.8931000E-03,5.2975000E-05,1.5030000E-05,1.3409000E+00,3.4002000E-05,1.9611000E-03,5.3958000E-03
2,317.29080,278.000,1.6030000E-03,9.6114000E-01,1.6030000E-03,9.1439000E-05,2.9491000E-05,1.2662000E+00,6.0465000E-05,1.7240000E-03,2.2779000E-02
2,313.28550,209.000,1.5089000E-03,8.0355000E-01,1.5089000E-03,3.5345000E-04,1.7647000E-04,8.6938000E-01,2.6496000E-04,2.0388000E-03,2.9984000E-01
2,328.24590,192.000,1.6385000E-03,7.3008000E-01,1.6385000E-03,4.6188000E-04,3.0465000E-04,7.4244000E-01,3.8327000E-04,2.4051000E-03,4.4748000E-01
2,322.03890,246.000,1.8691000E-03,9.7813000E-01,1.8691000E-03,6.8533000E-05,1.2018000E-05,1.3270000E+00,4.0275000E-05,1.9497000E-03,5.6084000E-03
2,327.39080,230.000,1.8001000E-03,9.3695000E-01,1.8001000E-03,1.9464000E-04,2.5093000E-05,1.1879000E+00,1.0987000E-04,2.0198000E-03,2.8807000E-02
2,316.13890,232.000,1.5958000E-03,8.5268000E-01,1.5958000E-03,4.1857000E-04,3.7370000E-05,9.6987000E-01,2.2797000E-04,2.0517000E-03,7.8034000E-02
2,330.63740,220.000,1.3883000E-03,7.3321000E-01,1.3883000E-03,4.7945000E-04,1.8630000E-04,7.4739000E-01,3.3287000E-04,2.0540000E-03,3.8634000E-01
2,341.41610,218.000,1.1144000E-03,4.2994000E-01,1.1144000E-03,7.0084000E-04,4.3166000E-04,3.7491000E-01,5.6625000E-04,2.2469000E-03,8.0245000E-01
2,295.59370,255.000,1.5859000E-03,8.6481000E-01,1.5859000E-03,2.8074000E-04,1.1355000E-04,9.9720000E-01,1.9714000E-04,1.9802000E-03,1.7579000E-01
2,329.07490,222.000,1.7412000E-03,8.9524000E-01,1.7412000E-03,3.3308000E-04,2.1257000E-05,1.0711000E+00,1.7717000E-04,2.0955000E-03,3.6172000E-02
2,340.83960,227.000,1.3221000E-03,6.3302000E-01,1.3221000E-03,5.9221000E-04,2.7099000E-04,6.0375000E-01,4.3160000E-04,2.1853000E-03,5.4893000E-01
2,142.45840,444.000,1.8210000E-03,8.6934000E-01,1.8210000E-03,3.1770000E-04,1.2141000E-04,1.0077000E+00,2.1956000E-04,2.2601000E-03,1.6427000E-01
2,311.03310,203.000,1.9745000E-03,8.9670000E-01,1.9745000E-03,3.5377000E-04,3.8700000E-05,1.0749000E+00,1.9623000E-04,2.3669000E-03,5.5041000E-02
2,333.47840,221.000,1.6832000E-03,9.4822000E-01,1.6832000E-03,1.3245000E-04,3.5655000E-05,1.2233000E+00,8.4052000E-05,1.8513000E-03,3.3826000E-02
2,318.06810,249.000,1.0194000E-03,4.6421000E-01,1.0194000E-03,8.3402000E-04,3.1851000E-04,4.0959000E-01,5.7627000E-04,2.1720000E-03,7.1362000E-01
2,344.14420,214.000,1.5942000E-03,8.8720000E-01,1.5942000E-03,2.9935000E-04,4.3976000E-05,1.0508000E+00,1.7167000E-04,1.9375000E-03,7.7906000E-02
2,336.67900,216.000,1.4008000E-03,5.8511000E-01,1.4008000E-03,6.0991000E-04,3.8772000E-04,5.4382000E-01,4.9881000E-04,2.3984000E-03,6.4825000E-01
2,342.26930,238.000,1.6356000E-03,7.4603000E-01,1.6356000E-03,5.1868000E-04,2.2242000E-04,7.6808000E-01,3.7055000E-04,2.3767000E-03,3.7948000E-01
2,341.41620,251.000,1.7374000E-03,7.8046000E-01,1.7374000E-03,4.4747000E-04,2.2946000E-04,8.2688000E-01,3.3846000E-04,2.4144000E-03,3.4224000E-01
2,344.49250,223.000,1.6856000E-03,7.7044000E-01,1.6856000E-03,4.5984000E-04,2.2672000E-04,8.0924000E-01,3.4328000E-04,2.3721000E-03,3.5547000E-01
2,347.97340,226.000,1.7197000E-03,8.3653000E-01,1.7197000E-03,4.2464000E-04,1.0015000E-04,9.3514000E-01,2.6239000E-04,2.2445000E-03,1.7464000E-01
2,342.14680,233.000,1.5592000E-03,8.7534000E-01,1.5592000E-03,3.6229000E-04,1.7805000E-05,1.0219000E+00,1.9005000E-04,1.9393000E-03,3.7235000E-02
2,348.54440,240.000,1.6423000E-03,8.3054000E-01,1.6423000E-03,4.0111000E-04,1.1345000E-04,9.2272000E-01,2.5728000E-04,2.1569000E-03,2.0110000E-01
2,355.07570,236.000,1.5760000E-03,8.6671000E-01,1.5760000E-03,3.7627000E-04,3.0961000E-05,1.0016000E+00,2.0361000E-04,1.9832000E-03,6.3550000E-02
2,349.68850,233.000,1.5586000E-03,7.6780000E-01,1.5586000E-03,5.1975000E-04,1.4765000E-04,8.0467000E-01,3.3370000E-04,2.2260000E-03,2.9279000E-01
2,350.14320,200.000,1.4923000E-03,6.9193000E-01,1.4923000E-03,5.1977000E-04,2.8199000E-04,6.8469000E-01,4.0088000E-04,2.2941000E-03,4.8916000E-01
3,215.99920,401.000,9.2386000E-04,2.0928000E-01,9.2386000E-04,6.9156000E-04,6.2127000E-04,1.7343000E-01,6.5641000E-04,2.2367000E-03,9.5777000E-01
3,187.36860,438.000,1.0094000E-03,1.4991000E-01,1.0094000E-03,8.6005000E-04,7.4682000E-04,1.2333000E-01,8.0343000E-04,2.6163000E-03,9.7750000E-01
3,179.59860,425.000,1.0542000E-03,2.7209000E-01,1.0542000E-03,7.7870000E-04,6.0450000E-04,2.2785000E-01,6.9160000E-04,2.4374000E-03,9.2529000E-01
3,186.47800,407.000,1.0956000E-03,2.2389000E-01,1.0956000E-03,9.4125000E-04,6.8631000E-04,1.8594000E-01,8.1378000E-04,2.7232000E-03,9.4628000E-01
3,181.11270,438.000,9.9990000E-04,1.4027000E-01,9.9990000E-04,7.9917000E-04,7.8112000E-04,1.1529000E-01,7.9015000E-04,2.5802000E-03,9.8112000E-01
3,176.36370,430.000,1.0706000E-03,2.5972000E-01,1.0706000E-03,7.3699000E-04,6.5922000E-04,2.1700000E-01,6.9811000E-04,2.4668000E-03,9.3558000E-01
3,163.66590,429.000,9.9818000E-04,1.4392000E-01,9.9818000E-04,8.7298000E-04,7.4539000E-04,1.1833000E-01,8.0919000E-04,2.6165000E-03,9.7898000E-01
3,174.85480,439.000,9.3987000E-04,1.1242000E-01,9.3987000E-04,8.2071000E-04,7.5303000E-04,9.2180000E-02,7.8687000E-04,2.5136000E-03,9.8751000E-01
3,170.92230,439.000,9.6379000E-04,1.7926000E-01,9.6379000E-04,7.9449000E-04,6.7147000E-04,1.4796000E-01,7.3298000E-04,2.4297000E-03,9.6778000E-01
3,167.07850,457.000,9.5856000E-04,1.7397000E-01,9.5856000E-04,7.2935000E-04,7.0425000E-04,1.4350000E-01,7.1680000E-04,2.3922000E-03,9.7113000E-01
3,210.48750,445.000,8.6104000E-04,1.5043000E-01,8.6104000E-04,7.4557000E-04,6.3457000E-04,1.2377000E-01,6.9007000E-04,2.2412000E-03,9.7707000E-01
3,228.54790,279.000,8.3194000E-04,2.0355000E-01,8.3194000E-04,6.6340000E-04,5.5213000E-04,1.6854000E-01,6.0777000E-04,2.0475000E-03,9.5856000E-01
