Matter,T1,B0,ADC,FA,L1,L2,L3,RA,RD,TR,VR
1,180.10660,341.000,3.3816000E-03,8.5186000E-02,3.3816000E-03,3.2830000E-03,2.8701000E-03,6.9723000E-02,3.0766000E-03,9.5347000E-03,9.9250000E-01
1,60.71410,846.000,3.4493000E-03,9.6405000E-02,3.4493000E-03,3.0819000E-03,2.8496000E-03,7.8959000E-02,2.9657000E-03,9.3808000E-03,9.9078000E-01
1,72.14800,812.000,3.1847000E-03,6.1576000E-02,3.1847000E-03,2.9204000E-03,2.8316000E-03,5.0340000E-02,2.8760000E-03,8.9368000E-03,9.9627000E-01
1,205.96130,428.000,3.0789000E-03,1.1621000E-01,3.0789000E-03,2.5875000E-03,2.4856000E-03,9.5312000E-02,2.5366000E-03,8.1520000E-03,9.8692000E-01
1,170.48600,412.000,2.2460000E-03,2.6010000E-01,2.2460000E-03,1.5289000E-03,1.3925000E-03,2.1733000E-01,1.4607000E-03,5.1674000E-03,9.3570000E-01
1,192.66730,355.000,2.5687000E-03,2.0969000E-01,2.5687000E-03,1.9001000E-03,1.7380000E-03,1.7378000E-01,1.8190000E-03,6.2068000E-03,9.5785000E-01
1,112.24490,573.000,1.3836000E-03,1.5949000E-01,1.3836000E-03,1.1785000E-03,1.0017000E-03,1.3134000E-01,1.0901000E-03,3.5639000E-03,9.7433000E-01
1,204.67630,326.000,8.6009000E-04,3.7207000E-01,8.6009000E-04,6.2406000E-04,3.7587000E-04,3.1887000E-01,4.9997000E-04,1.8600000E-03,8.4649000E-01
1,218.04390,235.000,2.1378000E-03,8.4551000E-02,2.1378000E-03,1.8892000E-03,1.8248000E-03,6.9201000E-02,1.8570000E-03,5.8518000E-03,9.9301000E-01
1,138.81930,565.000,2.1662000E-03,1.2972000E-01,2.1662000E-03,2.0783000E-03,1.6824000E-03,1.0652000E-01,1.8803000E-03,5.9269000E-03,9.8224000E-01
1,136.77470,464.000,9.3446000E-04,2.9304000E-01,9.3446000E-04,7.5071000E-04,4.9721000E-04,2.4642000E-01,6.2396000E-04,2.1824000E-03,9.0604000E-01
1,200.29210,221.000,1.7128000E-03,2.3130000E-01,1.7128000E-03,1.2510000E-03,1.1004000E-03,1.9232000E-01,1.1757000E-03,4.0642000E-03,9.4832000E-01
1,151.14800,479.000,2.8971000E-03,1.3324000E-01,2.8971000E-03,2.4136000E-03,2.2470000E-03,1.0944000E-01,2.3303000E-03,7.5577000E-03,9.8271000E-01
1,92.25200,675.000,1.7460000E-03,1.5384000E-01,1.7460000E-03,1.6754000E-03,1.2931000E-03,1.2661000E-01,1.4842000E-03,4.7145000E-03,9.7465000E-01
1,70.91510,696.000,2.6418000E-03,1.6129000E-01,2.6418000E-03,2.1399000E-03,1.9337000E-03,1.3285000E-01,2.0368000E-03,6.7154000E-03,9.7461000E-01
1,147.77150,305.000,2.6724000E-03,1.8064000E-01,2.6724000E-03,2.1658000E-03,1.8650000E-03,1.4912000E-01,2.0154000E-03,6.7032000E-03,9.6764000E-01
1,177.33090,222.000,1.7583000E-03,7.2566000E-02,1.7583000E-03,1.5940000E-03,1.5288000E-03,5.9354000E-02,1.5614000E-03,4.8811000E-03,9.9481000E-01
1,161.22930,312.000,2.5737000E-03,9.9648000E-02,2.5737000E-03,2.2992000E-03,2.1108000E-03,8.1633000E-02,2.2050000E-03,6.9836000E-03,9.9013000E-01
1,86.63340,572.000,9.4151000E-04,1.5251000E-01,9.4151000E-04,7.9885000E-04,6.9306000E-04,1.2550000E-01,7.4595000E-04,2.4334000E-03,9.7673000E-01
1,150.97210,223.000,2.4657000E-03,6.5030000E-02,2.4657000E-03,2.2246000E-03,2.1923000E-03,5.3172000E-02,2.2084000E-03,6.8826000E-03,9.9586000E-01
1,136.32950,390.000,2.9204000E-03,9.4847000E-02,2.9204000E-03,2.6116000E-03,2.4206000E-03,7.7675000E-02,2.5161000E-03,7.9526000E-03,9.9108000E-01
1,63.82780,708.000,1.0846000E-03,1.1114000E-01,1.0846000E-03,9.5500000E-04,8.6970000E-04,9.1120000E-02,9.1235000E-04,2.9093000E-03,9.8773000E-01
1,118.70450,357.000,3.1783000E-03,1.1427000E-01,3.1783000E-03,2.7403000E-03,2.5462000E-03,9.3710000E-02,2.6432000E-03,8.4648000E-03,9.8718000E-01
1,73.36700,528.000,3.1047000E-03,7.7083000E-02,3.1047000E-03,2.7964000E-03,2.6767000E-03,6.3063000E-02,2.7365000E-03,8.5778000E-03,9.9415000E-01
1,37.79600,658.000,1.2146000E-03,5.3508000E-02,1.2146000E-03,1.1573000E-03,1.0910000E-03,4.3731000E-02,1.1242000E-03,3.4629000E-03,9.9712000E-01
1,48.92030,465.000,2.2793000E-03,5.3235000E-02,2.2793000E-03,2.1917000E-03,2.0498000E-03,4.3507000E-02,2.1207000E-03,6.5208000E-03,9.9714000E-01
1,322.15830,290.000,1.9023000E-03,1.6619000E-01,1.9023000E-03,1.4677000E-03,1.4147000E-03,1.3696000E-01,1.4412000E-03,4.7847000E-03,9.7360000E-01
1,194.26520,401.000,3.9284000E-03,9.5961000E-02,3.9284000E-03,3.5884000E-03,3.2383000E-03,7.8594000E-02,3.4133000E-03,1.0755000E-02,9.9073000E-01
1,77.83380,670.000,3.9758000E-03,1.2152000E-01,3.9758000E-03,3.6386000E-03,3.1098000E-03,9.9713000E-02,3.3742000E-03,1.0724000E-02,9.8483000E-01
1,87.59710,681.000,2.9432000E-03,3.2823000E-01,2.9432000E-03,1.8025000E-03,1.6075000E-03,2.7818000E-01,1.7050000E-03,6.3531000E-03,8.9790000E-01
1,128.61150,382.000,4.2428000E-03,8.0135000E-02,4.2428000E-03,3.8040000E-03,3.6373000E-03,6.5570000E-02,3.7207000E-03,1.1684000E-02,9.9369000E-01
1,102.42260,782.000,4.2527000E-03,6.4812000E-02,4.2527000E-03,4.0146000E-03,3.7340000E-03,5.2993000E-02,3.8743000E-03,1.2001000E-02,9.9577000E-01
1,92.09120,781.000,3.7968000E-03,1.4151000E-01,3.7968000E-03,3.0508000E-03,2.9430000E-03,1.1633000E-01,2.9969000E-03,9.7905000E-03,9.8075000E-01
1,72.15090,794.000,4.3033000E-03,8.7630000E-02,4.3033000E-03,4.0410000E-03,3.6099000E-03,7.1733000E-02,3.8255000E-03,1.1954000E-02,9.9218000E-01
1,85.58900,878.000,4.2609000E-03,5.8262000E-02,4.2609000E-03,4.0955000E-03,3.7949000E-03,4.7624000E-02,3.9452000E-03,1.2151000E-02,9.9656000E-01
1,77.54550,994.000,4.1316000E-03,1.3713000E-01,4.1316000E-03,3.3191000E-03,3.2446000E-03,1.1268000E-01,3.2819000E-03,1.0695000E-02,9.8194000E-01
1,90.24780,700.000,3.9051000E-03,5.9846000E-02,3.9051000E-03,3.6956000E-03,3.4634000E-03,4.8922000E-02,3.5795000E-03,1.1064000E-02,9.9640000E-01
1,206.03710,508.000,3.8798000E-03,7.2338000E-02,3.8798000E-03,3.6597000E-03,3.3557000E-03,5.9167000E-02,3.5077000E-03,1.0895000E-02,9.9471000E-01
1,217.98770,335.000,2.6613000E-03,8.6214000E-02,2.6613000E-03,2.5527000E-03,2.2468000E-03,7.0569000E-02,2.3997000E-03,7.4607000E-03,9.9235000E-01
1,139.19000,516.000,3.5098000E-03,1.2819000E-01,3.5098000E-03,3.1405000E-03,2.7066000E-03,1.0524000E-01,2.9236000E-03,9.3569000E-03,9.8327000E-01
1,173.26770,530.000,1.6097000E-03,5.6840000E-02,1.6097000E-03,1.5264000E-03,1.4363000E-03,4.6459000E-02,1.4813000E-03,4.5723000E-03,9.9676000E-01
1,201.47480,356.000,1.9565000E-03,1.3796000E-01,1.9565000E-03,1.7086000E-03,1.4804000E-03,1.1336000E-01,1.5945000E-03,5.1455000E-03,9.8080000E-01
1,108.85300,509.000,3.7481000E-03,1.8426000E-01,3.7481000E-03,3.1746000E-03,2.5689000E-03,1.5218000E-01,2.8717000E-03,9.4916000E-03,9.6514000E-01
1,85.09420,547.000,2.7644000E-03,1.5269000E-01,2.7644000E-03,2.2519000E-03,2.0625000E-03,1.2565000E-01,2.1572000E-03,7.0788000E-03,9.7730000E-01
1,199.66230,355.000,1.1463000E-03,1.8978000E-01,1.1463000E-03,9.2102000E-04,7.8467000E-04,1.5685000E-01,8.5285000E-04,2.8520000E-03,9.6422000E-01
1,214.36480,523.000,2.5046000E-03,1.6177000E-01,2.5046000E-03,2.2965000E-03,1.8048000E-03,1.3325000E-01,2.0506000E-03,6.6059000E-03,9.7230000E-01
1,83.44810,705.000,2.7007000E-03,1.7094000E-01,2.7007000E-03,2.1800000E-03,1.9327000E-03,1.4095000E-01,2.0563000E-03,6.8133000E-03,9.7133000E-01
1,157.86720,470.000,6.4442000E-04,1.9430000E-01,6.4442000E-04,4.9490000E-04,4.4467000E-04,1.6068000E-01,4.6978000E-04,1.5840000E-03,9.6345000E-01
1,216.72900,275.000,1.6780000E-03,4.2213000E-02,1.6780000E-03,1.6190000E-03,1.5422000E-03,3.4487000E-02,1.5806000E-03,4.8392000E-03,9.9821000E-01
1,134.71560,580.000,3.9294000E-03,2.9910000E-01,3.9294000E-03,2.5238000E-03,2.2634000E-03,2.5184000E-01,2.3936000E-03,8.7166000E-03,9.1509000E-01
1,153.10470,476.000,3.0834000E-03,1.1566000E-01,3.0834000E-03,2.6814000E-03,2.4549000E-03,9.4858000E-02,2.5682000E-03,8.2198000E-03,9.8678000E-01
1,61.54860,604.000,2.8429000E-03,1.3883000E-01,2.8429000E-03,2.6860000E-03,2.1593000E-03,1.1409000E-01,2.4226000E-03,7.6881000E-03,9.7965000E-01
1,75.59910,638.000,2.8374000E-03,1.3367000E-01,2.8374000E-03,2.6315000E-03,2.1689000E-03,1.0979000E-01,2.4002000E-03,7.6378000E-03,9.8135000E-01
1,84.36790,525.000,3.5058000E-03,1.6190000E-01,3.5058000E-03,2.7666000E-03,2.5978000E-03,1.3336000E-01,2.6822000E-03,8.8702000E-03,9.7477000E-01
1,45.87250,598.000,2.6207000E-03,1.8921000E-01,2.6207000E-03,2.2738000E-03,1.7739000E-03,1.5637000E-01,2.0239000E-03,6.6684000E-03,9.6249000E-01
1,100.09300,622.000,2.3066000E-03,9.0594000E-02,2.3066000E-03,2.0235000E-03,1.9454000E-03,7.4173000E-02,1.9844000E-03,6.2754000E-03,9.9198000E-01
1,107.54630,616.000,3.5979000E-03,2.8254000E-01,3.5979000E-03,2.8732000E-03,1.9676000E-03,2.3709000E-01,2.4204000E-03,8.4387000E-03,9.1389000E-01
1,85.10830,469.000,2.1058000E-03,3.0626000E-01,2.1058000E-03,1.5205000E-03,1.1118000E-03,2.5826000E-01,1.3162000E-03,4.7381000E-03,9.0363000E-01
1,102.71840,514.000,1.8813000E-03,8.5650000E-02,1.8813000E-03,1.6768000E-03,1.5949000E-03,7.0105000E-02,1.6359000E-03,5.1530000E-03,9.9279000E-01
1,124.30710,346.000,1.3186000E-03,1.0213000E-01,1.3186000E-03,1.1594000E-03,1.0799000E-03,8.3679000E-02,1.1196000E-03,3.5578000E-03,9.8972000E-01
1,14.36660,24.000,2.7958000E-03,1.1923000E-01,2.7958000E-03,2.6546000E-03,2.2097000E-03,9.7816000E-02,2.4321000E-03,7.6601000E-03,9.8514000E-01
1,122.35480,224.000,3.0019000E-03,1.5945000E-01,3.0019000E-03,2.4480000E-03,2.2010000E-03,1.3130000E-01,2.3245000E-03,7.6510000E-03,9.7511000E-01
1,119.79400,426.000,2.3621000E-03,1.5416000E-01,2.3621000E-03,1.8688000E-03,1.7854000E-03,1.2688000E-01,1.8271000E-03,6.0163000E-03,9.7718000E-01
1,6.30680,24.000,2.7562000E-03,2.1958000E-01,2.7562000E-03,2.2788000E-03,1.7475000E-03,1.8224000E-01,2.0131000E-03,6.7824000E-03,9.4979000E-01
1,97.24500,167.000,4.2896000E-03,2.3762000E-01,4.2896000E-03,3.2786000E-03,2.6540000E-03,1.9777000E-01,2.9663000E-03,1.0222000E-02,9.4349000E-01
1,104.58340,349.000,2.4624000E-03,7.0891000E-02,2.4624000E-03,2.3051000E-03,2.1357000E-03,5.7979000E-02,2.2204000E-03,6.9032000E-03,9.9495000E-01
1,4.83890,0.000,2.3643000E-03,1.9239000E-01,2.3643000E-03,1.8457000E-03,1.6263000E-03,1.5906000E-01,1.7360000E-03,5.8362000E-03,9.6386000E-01
1,37.39390,109.000,3.4718000E-03,2.3807000E-01,3.4718000E-03,3.1695000E-03,2.1210000E-03,1.9817000E-01,2.6452000E-03,8.7622000E-03,9.3670000E-01
1,128.58700,289.000,2.2378000E-03,7.4191000E-02,2.2378000E-03,2.0811000E-03,1.9282000E-03,6.0688000E-02,2.0047000E-03,6.2472000E-03,9.9448000E-01
1,37.84770,82.000,1.8798000E-03,5.8956000E-02,1.8798000E-03,1.7498000E-03,1.6734000E-03,4.8193000E-02,1.7116000E-03,5.3031000E-03,9.9655000E-01
2,322.48130,261.000,1.4008000E-03,7.6037000E-01,1.4008000E-03,5.9871000E-04,7.1229000E-05,7.9194000E-01,3.3497000E-04,2.0707000E-03,1.8165000E-01
2,316.38530,270.000,1.6491000E-03,8.3636000E-01,1.6491000E-03,3.9694000E-04,1.0422000E-04,9.3479000E-01,2.5058000E-04,2.1503000E-03,1.8527000E-01
2,326.43910,260.000,1.4455000E-03,7.2545000E-01,1.4455000E-03,5.2744000E-04,1.9080000E-04,7.3518000E-01,3.5912000E-04,2.1638000E-03,3.8772000E-01
2,323.83210,239.000,1.0876000E-03,4.1300000E-01,1.0876000E-03,7.2439000E-04,4.3246000E-04,3.5819000E-01,5.7843000E-04,2.2444000E-03,8.1363000E-01
2,284.55370,295.000,1.6534000E-03,9.1085000E-01,1.6534000E-03,2.5527000E-04,2.8762000E-05,1.1125000E+00,1.4202000E-04,1.9375000E-03,4.5069000E-02
2,307.65390,249.000,1.6131000E-03,8.2045000E-01,1.6131000E-03,4.1151000E-04,1.2198000E-04,9.0226000E-01,2.6675000E-04,2.1466000E-03,2.2102000E-01
2,324.26940,249.000,1.3340000E-03,7.1185000E-01,1.3340000E-03,4.8823000E-04,1.9962000E-04,7.1426000E-01,3.4393000E-04,2.0219000E-03,4.2471000E-01
2,122.79860,563.000,2.0594000E-03,7.4344000E-01,2.0594000E-03,5.1523000E-04,3.9838000E-04,7.6385000E-01,4.5681000E-04,2.9730000E-03,4.3432000E-01
2,320.45170,235.000,1.7611000E-03,8.4776000E-01,1.7611000E-03,4.3796000E-04,7.1194000E-05,9.5909000E-01,2.5458000E-04,2.2702000E-03,1.2671000E-01
2,309.75450,251.000,1.5218000E-03,9.0459000E-01,1.5218000E-03,2.6855000E-04,1.4114000E-05,1.0956000E+00,1.4133000E-04,1.8044000E-03,2.6508000E-02
2,318.96150,214.000,1.4328000E-03,7.8210000E-01,1.4328000E-03,5.0898000E-04,8.8336000E-05,8.2982000E-01,2.9866000E-04,2.0301000E-03,2.0789000E-01
2,331.86600,247.000,1.1303000E-03,6.9003000E-01,1.1303000E-03,3.8059000E-04,2.2622000E-04,6.8194000E-01,3.0340000E-04,1.7371000E-03,5.0126000E-01
2,338.25010,295.000,1.2530000E-03,6.1026000E-01,1.2530000E-03,4.5947000E-04,3.6552000E-04,5.7469000E-01,4.1250000E-04,2.0780000E-03,6.3322000E-01
2,344.84440,246.000,1.2322000E-03,5.6705000E-01,1.2322000E-03,5.4793000E-04,3.6445000E-04,5.2235000E-01,4.5619000E-04,2.1446000E-03,6.7356000E-01
2,333.63200,250.000,1.0376000E-03,5.2601000E-01,1.0376000E-03,8.0022000E-04,2.4819000E-04,4.7558000E-01,5.2420000E-04,2.0860000E-03,6.1299000E-01
2,334.97270,260.000,1.1519000E-03,5.6072000E-01,1.1519000E-03,5.0756000E-04,3.5410000E-04,5.1496000E-01,4.3083000E-04,2.0136000E-03,6.8470000E-01
2,344.85660,250.000,1.1879000E-03,4.6547000E-01,1.1879000E-03,7.3625000E-04,4.0859000E-04,4.1089000E-01,5.7242000E-04,2.3328000E-03,7.6007000E-01
2,338.42900,250.000,9.8827000E-04,4.1107000E-01,9.8827000E-04,7.4322000E-04,3.7837000E-04,3.5630000E-01,5.6080000E-04,2.1099000E-03,7.9894000E-01
2,343.49550,254.000,1.2311000E-03,5.2468000E-01,1.2311000E-03,5.7600000E-04,4.1881000E-04,4.7411000E-01,4.9740000E-04,2.2259000E-03,7.2706000E-01
2,340.88940,258.000,9.7362000E-04,4.1432000E-01,9.7362000E-04,6.3143000E-04,3.9075000E-04,3.5948000E-01,5.1109000E-04,1.9958000E-03,8.1589000E-01
2,338.10950,270.000,9.7911000E-04,3.3107000E-01,9.7911000E-04,6.6218000E-04,4.9684000E-04,2.8077000E-01,5.7951000E-04,2.1381000E-03,8.8978000E-01
2,338.35840,293.000,1.1577000E-03,3.5908000E-01,1.1577000E-03,7.3943000E-04,5.5828000E-04,3.0667000E-01,6.4886000E-04,2.4554000E-03,8.7165000E-01
2,280.45320,262.000,1.1334000E-03,3.6575000E-01,1.1334000E-03,7.2945000E-04,5.3308000E-04,3.1291000E-01,6.3127000E-04,2.3959000E-03,8.6520000E-01
2,303.23860,237.000,1.0779000E-03,3.5946000E-01,1.0779000E-03,6.7368000E-04,5.2642000E-04,3.0702000E-01,6.0005000E-04,2.2779000E-03,8.7312000E-01
2,304.33020,253.000,1.0209000E-03,3.7062000E-01,1.0209000E-03,6.0436000E-04,5.0023000E-04,3.1750000E-01,5.5229000E-04,2.1255000E-03,8.6784000E-01
2,275.87340,253.000,1.1773000E-03,3.8579000E-01,1.1773000E-03,6.4150000E-04,5.8752000E-04,3.3189000E-01,6.1451000E-04,2.4063000E-03,8.5983000E-01
2,301.21410,196.000,1.0217000E-03,3.1181000E-01,1.0217000E-03,7.6121000E-04,5.2568000E-04,2.6326000E-01,6.4344000E-04,2.3086000E-03,8.9716000E-01
2,294.76730,245.000,9.3811000E-04,2.8112000E-01,9.3811000E-04,6.5385000E-04,5.3957000E-04,2.3583000E-01,5.9671000E-04,2.1315000E-03,9.2272000E-01
2,270.90550,232.000,1.1582000E-03,4.4113000E-01,1.1582000E-03,6.3667000E-04,4.7370000E-04,3.8610000E-01,5.5518000E-04,2.2686000E-03,8.0779000E-01
2,298.74460,231.000,9.5080000E-04,3.8515000E-01,9.5080000E-04,7.8083000E-04,3.9090000E-04,3.3128000E-01,5.8586000E-04,2.1225000E-03,8.1943000E-01
2,281.99270,247.000,1.0307000E-03,3.3833000E-01,1.0307000E-03,8.1402000E-04,4.8716000E-04,2.8743000E-01,6.5059000E-04,2.3319000E-03,8.7032000E-01
2,276.94320,239.000,1.2011000E-03,4.5062000E-01,1.2011000E-03,6.6088000E-04,4.7440000E-04,3.9568000E-01,5.6764000E-04,2.3363000E-03,7.9724000E-01
2,305.44890,232.000,1.1678000E-03,4.6679000E-01,1.1678000E-03,5.8955000E-04,4.6687000E-04,4.1225000E-01,5.2821000E-04,2.2242000E-03,7.8870000E-01
2,287.79700,226.000,1.0389000E-03,3.6162000E-01,1.0389000E-03,7.1564000E-04,4.7782000E-04,3.0904000E-01,5.9673000E-04,2.2324000E-03,8.6217000E-01
2,274.38540,256.000,1.0415000E-03,3.7808000E-01,1.0415000E-03,8.3675000E-04,4.3801000E-04,3.2455000E-01,6.3738000E-04,2.3163000E-03,8.2935000E-01
2,282.91340,260.000,9.7633000E-04,4.1705000E-01,9.7633000E-04,8.3499000E-04,3.6258000E-04,3.6216000E-01,5.9878000E-04,2.1739000E-03,7.7683000E-01
2,299.61110,260.000,1.0516000E-03,2.9046000E-01,1.0516000E-03,7.7466000E-04,5.7505000E-04,2.4412000E-01,6.7485000E-04,2.4013000E-03,9.1345000E-01
2,284.61390,253.000,1.0252000E-03,3.7005000E-01,1.0252000E-03,8.0157000E-04,4.4299000E-04,3.1696000E-01,6.2228000E-04,2.2697000E-03,8.4056000E-01
2,291.20610,258.000,1.0679000E-03,3.8976000E-01,1.0679000E-03,7.7834000E-04,4.4146000E-04,3.3569000E-01,6.0990000E-04,2.2877000E-03,8.2748000E-01
2,303.63780,234.000,1.0863000E-03,3.4011000E-01,1.0863000E-03,7.3023000E-04,5.3864000E-04,2.8907000E-01,6.3443000E-04,2.3552000E-03,8.8308000E-01
2,288.01410,251.000,1.1217000E-03,3.6548000E-01,1.1217000E-03,8.4110000E-04,4.9528000E-04,3.1266000E-01,6.6819000E-04,2.4580000E-03,8.4949000E-01
2,295.66350,253.000,1.0974000E-03,3.7830000E-01,1.0974000E-03,6.1582000E-04,5.4741000E-04,3.2476000E-01,5.8162000E-04,2.2606000E-03,8.6460000E-01
2,300.93760,246.000,1.1587000E-03,4.1246000E-01,1.1587000E-03,6.1191000E-04,5.4205000E-04,3.5766000E-01,5.7698000E-04,2.3127000E-03,8.3892000E-01
2,287.34830,255.000,1.0205000E-03,3.8796000E-01,1.0205000E-03,7.6230000E-04,4.2134000E-04,3.3397000E-01,5.9182000E-04,2.2041000E-03,8.2647000E-01
2,276.46600,203.000,1.1314000E-03,5.2506000E-01,1.1314000E-03,6.9485000E-04,3.0577000E-04,4.7453000E-01,5.0031000E-04,2.1320000E-03,6.6973000E-01
2,290.87990,223.000,1.0693000E-03,4.8357000E-01,1.0693000E-03,7.4834000E-04,3.2130000E-04,4.2975000E-01,5.3482000E-04,2.1390000E-03,7.0936000E-01
2,288.58360,242.000,1.1226000E-03,5.6265000E-01,1.1226000E-03,7.1970000E-04,2.4301000E-04,5.1721000E-01,4.8136000E-04,2.0853000E-03,5.8459000E-01
2,291.50920,213.000,1.0827000E-03,5.3633000E-01,1.0827000E-03,7.4462000E-04,2.5786000E-04,4.8710000E-01,5.0124000E-04,2.0852000E-03,6.1909000E-01
2,288.72660,210.000,1.0675000E-03,4.8193000E-01,1.0675000E-03,7.2947000E-04,3.2636000E-04,4.2803000E-01,5.2792000E-04,2.1233000E-03,7.1679000E-01
2,297.22820,216.000,1.1282000E-03,4.9694000E-01,1.1282000E-03,7.5217000E-04,3.2817000E-04,4.4393000E-01,5.4017000E-04,2.2086000E-03,6.9798000E-01
2,294.13980,220.000,1.1052000E-03,5.7740000E-01,1.1052000E-03,6.9180000E-04,2.2376000E-04,5.3458000E-01,4.5778000E-04,2.0208000E-03,5.5977000E-01
2,290.39860,215.000,1.0895000E-03,4.6783000E-01,1.0895000E-03,6.2412000E-04,3.9183000E-04,4.1333000E-01,5.0797000E-04,2.1055000E-03,7.7076000E-01
2,283.55290,222.000,1.0967000E-03,4.9723000E-01,1.0967000E-03,7.0748000E-04,3.2454000E-04,4.4424000E-01,5.1601000E-04,2.1287000E-03,7.0484000E-01
2,298.18790,230.000,1.0636000E-03,5.0891000E-01,1.0636000E-03,7.3947000E-04,2.8735000E-04,4.5683000E-01,5.1341000E-04,2.0904000E-03,6.6801000E-01
2,294.16560,222.000,9.0135000E-04,4.5535000E-01,9.0135000E-04,8.3040000E-04,2.9516000E-04,4.0050000E-01,5.6278000E-04,2.0269000E-03,7.1630000E-01
2,211.14110,271.000,1.5153000E-03,6.9745000E-01,1.5153000E-03,4.2560000E-04,3.5693000E-04,6.9277000E-01,3.9127000E-04,2.2979000E-03,5.1226000E-01
2,298.06660,247.000,1.5042000E-03,5.8857000E-01,1.5042000E-03,5.9436000E-04,4.5243000E-04,5.4799000E-01,5.2340000E-04,2.5510000E-03,6.5788000E-01
2,298.87540,222.000,1.5616000E-03,6.5627000E-01,1.5616000E-03,5.0975000E-04,4.0169000E-04,6.3465000E-01,4.5572000E-04,2.4730000E-03,5.7082000E-01
2,301.53310,242.000,1.5775000E-03,6.3418000E-01,1.5775000E-03,5.4720000E-04,4.3022000E-04,6.0527000E-01,4.8871000E-04,2.5549000E-03,6.0123000E-01
2,301.64850,218.000,1.3624000E-03,5.4502000E-01,1.3624000E-03,5.9166000E-04,4.5591000E-04,4.9692000E-01,5.2378000E-04,2.4100000E-03,7.0890000E-01
2,298.45130,243.000,1.5488000E-03,6.8604000E-01,1.5488000E-03,4.7415000E-04,3.5683000E-04,6.7618000E-01,4.1549000E-04,2.3798000E-03,5.2496000E-01
2,301.04950,236.000,1.6036000E-03,6.3712000E-01,1.6036000E-03,5.2537000E-04,4.5722000E-04,6.0911000E-01,4.9130000E-04,2.5862000E-03,6.0126000E-01
2,292.79960,222.000,1.3433000E-03,5.6672000E-01,1.3433000E-03,5.5615000E-04,4.2739000E-04,5.2197000E-01,4.9177000E-04,2.3268000E-03,6.8431000E-01
2,289.48980,227.000,1.4402000E-03,6.2300000E-01,1.4402000E-03,5.0434000E-04,4.1277000E-04,5.9083000E-01,4.5855000E-04,2.3573000E-03,6.1798000E-01
2,290.68980,220.000,1.3908000E-03,6.0802000E-01,1.3908000E-03,5.4057000E-04,3.8598000E-04,5.7190000E-01,4.6327000E-04,2.3173000E-03,6.2961000E-01
2,286.45120,258.000,1.0887000E-03,4.3063000E-01,1.0887000E-03,6.1402000E-04,4.5291000E-04,3.7559000E-01,5.3347000E-04,2.1556000E-03,8.1610000E-01
2,296.01230,258.000,1.2757000E-03,5.3240000E-01,1.2757000E-03,5.8265000E-04,4.2961000E-04,4.8270000E-01,5.0613000E-04,2.2880000E-03,7.1985000E-01
2,279.08000,239.000,1.2071000E-03,4.9078000E-01,1.2071000E-03,6.4152000E-04,4.2136000E-04,4.3737000E-01,5.3144000E-04,2.2700000E-03,7.5320000E-01
2,285.25280,249.000,1.1115000E-03,4.5396000E-01,1.1115000E-03,6.1514000E-04,4.3182000E-04,3.9908000E-01,5.2348000E-04,2.1585000E-03,7.9270000E-01
2,278.32030,277.000,1.1825000E-03,5.4666000E-01,1.1825000E-03,4.9111000E-04,4.1045000E-04,4.9879000E-01,4.5078000E-04,2.0840000E-03,7.1101000E-01
2,278.45660,237.000,1.1908000E-03,4.4854000E-01,1.1908000E-03,6.7051000E-04,4.6553000E-04,3.9357000E-01,5.6802000E-04,2.3268000E-03,7.9665000E-01
2,279.39920,252.000,1.0876000E-03,4.6673000E-01,1.0876000E-03,5.7076000E-04,4.2069000E-04,4.1219000E-01,4.9573000E-04,2.0790000E-03,7.8462000E-01
2,280.43640,245.000,1.1532000E-03,5.3660000E-01,1.1532000E-03,4.8979000E-04,4.0908000E-04,4.8741000E-01,4.4944000E-04,2.0521000E-03,7.2194000E-01
2,275.19480,239.000,1.2162000E-03,5.0460000E-01,1.2162000E-03,6.9839000E-04,3.7760000E-04,4.5217000E-01,5.3799000E-04,2.2922000E-03,7.1904000E-01
2,279.06320,244.000,1.1089000E-03,5.3739000E-01,1.1089000E-03,6.3953000E-04,2.9676000E-04,4.8830000E-01,4.6815000E-04,2.0452000E-03,6.6425000E-01
2,268.58070,238.000,1.1510000E-03,5.4097000E-01,1.1510000E-03,5.4122000E-04,3.6322000E-04,4.9233000E-01,4.5222000E-04,2.0554000E-03,7.0352000E-01
2,273.64880,240.000,9.4877000E-04,3.4990000E-01,9.4877000E-04,6.6520000E-04,4.4828000E-04,2.9811000E-01,5.5674000E-04,2.0622000E-03,8.7097000E-01
2,286.05510,266.000,1.3249000E-03,7.3783000E-01,1.3249000E-03,4.0352000E-04,2.0768000E-04,7.5477000E-01,3.0560000E-04,1.9361000E-03,4.1308000E-01
2,280.74400,274.000,1.2819000E-03,5.9579000E-01,1.2819000E-03,6.3783000E-04,2.9144000E-04,5.5679000E-01,4.6464000E-04,2.2111000E-03,5.9514000E-01
2,274.35100,251.000,1.3907000E-03,6.8608000E-01,1.3907000E-03,4.8878000E-04,2.7096000E-04,6.7624000E-01,3.7987000E-04,2.1505000E-03,5.0007000E-01
2,279.04830,257.000,1.4930000E-03,7.4474000E-01,1.4930000E-03,4.4639000E-04,2.2569000E-04,7.6595000E-01,3.3604000E-04,2.1651000E-03,4.0016000E-01
